num_nodes,mean_degree,corrupt_ratio,topology,metric,trials,alternative_mean,er_mean,paired_mean_difference,ci_low,ci_high,equivalence_margin,equivalent_within_margin,direction
200,4,0.1,ring,hlcp_rank_attackable_rate,100,0.0006666666666666666,0.007833333333333333,-0.007166666666666666,-0.008777777777777777,-0.005555555555555555,0.05,True,lower_than_er
200,4,0.1,ring,hssp_tractable_attackable_rate,100,0.0006666666666666666,0.007833333333333333,-0.007166666666666666,-0.008777777777777777,-0.005555555555555553,0.05,True,lower_than_er
200,4,0.1,ring,max_core_fraction,100,0.0005,0.0005,0.0,-0.0006666666666666666,0.0007222222222222222,0.05,True,overlaps_er
200,4,0.2,ring,direct_recovery_rate,100,0.0,0.017437500000000005,-0.017437500000000005,-0.0193125,-0.0154375,0.05,True,lower_than_er
200,4,0.2,ring,hssp_eligible_rate,100,0.0089375,0.0011875000000000002,0.00775,0.004750000000000001,0.011187500000000001,0.05,True,higher_than_er
200,4,0.2,ring,hssp_rank_attackable_rate,100,0.006812499999999999,0.018625000000000003,-0.011812500000000002,-0.015187499999999998,-0.008062499999999998,0.05,True,lower_than_er
200,4,0.2,ring,hlcp_rank_attackable_rate,100,0.006812499999999999,0.018625000000000003,-0.011812500000000002,-0.015374999999999998,-0.008185937500000007,0.05,True,lower_than_er
200,4,0.2,ring,hssp_tractable_attackable_rate,100,0.006812499999999999,0.018625000000000003,-0.011812500000000002,-0.015437500000000002,-0.0080625,0.05,True,lower_than_er
200,4,0.2,ring,max_core_fraction,100,0.0063124999999999995,0.0011875000000000002,0.005124999999999999,0.0028125,0.0074375000000000005,0.05,True,higher_than_er
200,4,0.3,ring,direct_recovery_rate,100,0.00014285714285714284,0.023142857142857142,-0.023,-0.025214285714285713,-0.020857142857142855,0.05,True,lower_than_er
200,4,0.3,ring,hssp_eligible_rate,100,0.03842857142857143,0.004,0.03442857142857143,0.026428571428571426,0.04328749999999998,0.05,True,higher_than_er
200,4,0.3,ring,hssp_rank_attackable_rate,100,0.02364285714285714,0.026928571428571423,-0.0032857142857142863,-0.01021428571428571,0.0035017857142857056,0.05,True,overlaps_er
200,4,0.3,ring,hlcp_rank_attackable_rate,100,0.02364285714285714,0.026928571428571423,-0.0032857142857142863,-0.010214285714285714,0.004001785714285704,0.05,True,overlaps_er
200,4,0.3,ring,hssp_tractable_attackable_rate,100,0.02264285714285714,0.026928571428571423,-0.004285714285714286,-0.010785714285714286,0.0028571428571428563,0.05,True,overlaps_er
200,4,0.3,ring,max_core_fraction,100,0.023285714285714278,0.003285714285714286,0.019999999999999997,0.01507142857142857,0.025714285714285707,0.05,True,higher_than_er
200,4,0.4,ring,direct_recovery_rate,100,0.0008333333333333333,0.03233333333333333,-0.0315,-0.034833333333333334,-0.02816666666666666,0.05,True,lower_than_er
200,4,0.4,ring,hssp_eligible_rate,100,0.16691666666666666,0.008083333333333333,0.15883333333333335,0.14341458333333335,0.17508958333333333,0.05,False,higher_than_er
200,4,0.4,ring,hssp_rank_attackable_rate,100,0.06216666666666667,0.04041666666666668,0.02175,0.011912499999999998,0.03200208333333332,0.05,True,higher_than_er
200,4,0.4,ring,hlcp_rank_attackable_rate,100,0.06216666666666667,0.04041666666666668,0.02175,0.01191458333333333,0.031587499999999984,0.05,True,higher_than_er
200,4,0.4,ring,hssp_tractable_attackable_rate,100,0.057999999999999996,0.04041666666666668,0.017583333333333333,0.008164583333333333,0.028083333333333335,0.05,True,higher_than_er
200,4,0.4,ring,max_core_fraction,100,0.08241666666666667,0.007083333333333333,0.07533333333333334,0.06716666666666668,0.08350208333333334,0.05,False,higher_than_er
200,4,0.5,ring,direct_recovery_rate,100,0.004300000000000001,0.044199999999999996,-0.0399,-0.04409999999999999,-0.0358,0.05,True,lower_than_er
200,4,0.5,ring,hssp_eligible_rate,100,0.48369999999999996,0.5502,-0.06650000000000002,-0.14991750000000004,0.014802499999999968,0.05,False,overlaps_er
200,4,0.5,ring,hssp_rank_attackable_rate,100,0.18720000000000006,0.059100000000000014,0.12810000000000002,0.109995,0.1465025,0.05,False,higher_than_er
200,4,0.5,ring,hlcp_rank_attackable_rate,100,0.18720000000000006,0.059100000000000014,0.12810000000000002,0.10949750000000003,0.14639999999999997,0.05,False,higher_than_er
200,4,0.5,ring,hssp_tractable_attackable_rate,100,0.166,0.059100000000000014,0.10690000000000001,0.0902,0.12399999999999999,0.05,False,higher_than_er
200,4,0.5,ring,max_core_fraction,100,0.16390000000000002,0.5386,-0.37470000000000003,-0.4454024999999999,-0.30339250000000006,0.05,False,lower_than_er
200,4,0.6,ring,direct_recovery_rate,100,0.016500000000000004,0.05737500000000001,-0.040875000000000015,-0.04625,-0.03574687500000001,0.05,True,lower_than_er
200,4,0.6,ring,hssp_eligible_rate,100,0.836875,0.8535,-0.016624999999999997,-0.04125312500000001,0.007375000000000003,0.05,True,overlaps_er
